Pos,F,sp
0.0,0.0002399110671327,0.0002399110671327
0.003904322772823568,0.0002399110671327,0.0008820669139044383
0.00395570892174971,0.0002399110671327,0.0008820669139044383
0.004007099467763801,0.0002399110671324,0.0008820669139044383
0.004058505274974984,0.0002399110671319,0.0008820669139044383
0.004109892575231618,0.0002399110671312,0.0008820669139044383
0.004161295908320091,0.0002399110671301,0.0008820669139044383
0.004212719389618481,0.0002399110671287,0.0008820669139044383
0.004264136452887201,0.0002399110671271,0.0008820669139044383
0.004315519233584491,0.0002399110671251,0.0008820669139044383
0.004366898572552793,0.0002399110671229,0.0008820669139044383
0.0044182868281768505,0.0002399110671204,0.0008820669139044383
0.004469706500309643,0.0002399110671176,0.0008820669139044383
0.004521125094607216,0.0002399110671145,0.0008820669139044383
0.004572525953584555,0.0002399110671111,0.0008820669139044383
0.004623922758426087,0.0002399110671074,0.0008820669139044383
0.004675336980140127,0.0002399110671034,0.0008820669139044383
0.0047267545211045585,0.0002399110670992,0.0008820669139044383
0.004778147467785025,0.0002399110670946,0.0008820669139044383
0.004829559791041584,0.0002399110670898,0.0008820669139044383
0.00488096328338365,0.0002399110670847,0.0008820669139044383
0.004932345512938829,0.0002399110670792,0.0008820669139044383
0.004983766054711257,0.0002399110670735,0.0008820669139044383
0.005035188409212278,0.0002399110670675,0.0008820669139044383
0.005086606856555511,0.0002399110670612,0.0008820669139044383
0.005137995112208827,0.0002399110670547,0.0008820669139044383
0.005189394623915647,0.0002399110670478,0.0008820669139044383
0.005240817872541029,0.0002399110670406,0.0008820669139044383
0.005292214542681041,0.0002399110670332,0.0008820669139044383
0.005343637901543989,0.0002399110670255,0.0008820669139044383
0.00539501081027698,0.0002399110670174,0.0008820669139044383
0.0054463879201275475,0.0002399110670091,0.0008820669139044383
0.0054977769719276,0.0002399110670005,0.0008820669139044383
0.005549173862546656,0.0002399110669916,0.0008820669139044383
0.005600577991825351,0.0002399110669824,0.0008820669139044383
0.005651991123496813,0.000239911066973,0.0008820669139044383
0.005703378925995671,0.0002399110669632,0.0008820669139044383
0.005754797226391942,0.0002399110669532,0.0008820669139044383
0.005806187466278037,0.0002399110669428,0.0008820669139044383
0.005857585642967878,0.0002399110669322,0.0008820669139044383
0.005908971926705996,0.0002399110669213,0.0008820669139044383
0.005960357402068859,0.0002399110669101,0.0008820669139044383
0.006011748303365231,0.0002399110668986,0.0008820669139044383
0.006063152150959712,0.0002399110668868,0.0008820669139044383
0.00611454212140214,0.0002399110668747,0.0008820669139044383
0.0061659152261431425,0.0002399110668624,0.0008820669139044383
0.006217309752903258,0.0002399110668497,0.0008820669139044383
0.006268711787782026,0.0002399110668368,0.0008820669139044383
0.006320129304326833,0.0002399110668235,0.0008820669139044383
