current1,current2,Ftotal,velocity,position
0.0,0.0,0.00023991106713271281,0.0,0.0
0.1384615384615385,0.0,0.00023991106713271281,0.0,0.0
0.17041420118343198,0.0,0.00023991106713271281,8.85825478643863e-08,0.0
0.17778789258079203,0.0,0.0002399110671324899,1.9760722215901557e-07,8.858254786438631e-13
0.17948951367249047,0.0,0.0002399110671319927,3.113493102451337e-07,2.861897700234019e-12
0.17988219546288242,0.0,0.0002399110671312092,4.2618003228291925e-07,5.975390802685356e-12
0.17997281433758827,0.0,0.00023991106713013675,5.412619775399989e-07,1.023719112551455e-11
0.1799937263855973,0.0,0.00023991106712877478,6.564018973857183e-07,1.5649810900914538e-11
0.17999855224283015,0.0,0.000239911067127123,7.715551959821273e-07,2.2213829874771722e-11
0.17999966590219157,0.0,0.0002399110671251816,8.867115819818995e-07,2.9929381834592996e-11
0.17999992290050576,0.0,0.00023991106712295033,1.0018686804586222e-06,3.879649765441199e-11
0.17999998220780902,0.0,0.0002399110671204294,1.1170259433522465e-06,4.8815184458998216e-11
0.17999999589410978,0.0,0.0002399110671176187,1.23218324418727e-06,5.998544389252069e-11
0.1799999990524869,0.0,0.0002399110671145182,1.3473405537769308e-06,7.230727633439338e-11
0.17999999978134315,0.0,0.000239911067111128,1.4624978653857159e-06,8.578068187216269e-11
0.17999999994954075,0.0,0.00023991106710744808,1.5776551774591688e-06,1.0040566052601985e-10
0.17999999998835559,0.0,0.00023991106710347841,1.6928124896384619e-06,1.1618221230061154e-10
0.17999999999731284,0.0,0.00023991106709921907,1.8079698018406818e-06,1.3311033719699617e-10
0.1799999999993799,0.0,0.00023991106709467014,1.923127114046588e-06,1.5119003521540297e-10
0.1799999999998569,0.0,0.00023991106708983143,2.038284426251633e-06,1.7042130635586885e-10
0.179999999999967,0.0,0.000239911067084703,2.15344173845466e-06,1.908041506183852e-10
0.17999999999999242,0.0,0.000239911067079285,2.2685990506552964e-06,2.123385680029318e-10
0.17999999999999827,0.0,0.0002399110670735774,2.3837563628533483e-06,2.3502455850948477e-10
0.1799999999999996,0.0,0.00023991106706758005,2.4989136750486642e-06,2.5886212213801823e-10
0.17999999999999994,0.0,0.0002399110670612932,2.6140709872411024e-06,2.838512588885049e-10
0.18000000000000002,0.0,0.00023991106705471675,2.729228299430523e-06,3.0999196876091593e-10
0.18000000000000002,0.0,0.00023991106704785068,2.844385611616787e-06,3.372842517552212e-10
0.18000000000000002,0.0,0.00023991106704069506,2.9595429237997555e-06,3.6572810787138903e-10
0.18000000000000002,0.0,0.00023991106703324992,3.074700235979289e-06,3.953235371093866e-10
0.18000000000000002,0.0,0.00023991106702551522,3.189857548155249e-06,4.2607053946917947e-10
0.18000000000000002,0.0,0.0002399110670174911,3.3050148603274966e-06,4.5796911495073194e-10
0.18000000000000002,0.0,0.0002399110670091775,3.420172172495892e-06,4.910192635540069e-10
0.18000000000000002,0.0,0.00023991106700057435,3.5353294846602974e-06,5.252209852789657e-10
0.18000000000000002,0.0,0.00023991106699168186,3.6504867968205733e-06,5.605742801255687e-10
0.18000000000000002,0.0,0.00023991106698249994,3.7656441089765806e-06,5.970791480937745e-10
0.18000000000000002,0.0,0.00023991106697302856,3.880801421128181e-06,6.347355891835403e-10
0.18000000000000002,0.0,0.00023991106696326795,3.9959587332752345e-06,6.735436033948221e-10
0.18000000000000002,0.0,0.0002399110669532179,4.111116045417603e-06,7.135031907275744e-10
0.18000000000000002,0.0,0.00023991106694287853,4.226273357555148e-06,7.546143511817504e-10
0.18000000000000002,0.0,0.00023991106693224993,4.34143066968773e-06,7.968770847573019e-10
0.18000000000000002,0.0,0.0002399110669213321,4.456587981815209e-06,8.402913914541792e-10
0.18000000000000002,0.0,0.00023991106691012497,4.571745293937448e-06,8.848572712723313e-10
0.18000000000000002,0.0,0.00023991106689862863,4.686902606054309e-06,9.305747242117057e-10
0.18000000000000002,0.0,0.00023991106688684316,4.802059918165651e-06,9.774437502722488e-10
0.18000000000000002,0.0,0.00023991106687476857,4.917217230271335e-06,1.0254643494539053e-09
0.18000000000000002,0.0,0.00023991106686240487,5.0323745423712245e-06,1.0746365217566187e-09
0.18000000000000002,0.0,0.000239911066849752,5.147531854465179e-06,1.1249602671803309e-09
0.18000000000000002,0.0,0.00023991106683681022,5.2626891665530595e-06,1.1764355857249827e-09
0.18000000000000002,0.0,0.0002399110668235794,5.377846478634728e-06,1.2290624773905134e-09
0.18000000000000002,0.0,0.00023991106681005956,5.493003790710047e-06,1.2828409421768605e-09
0.18000000000000002,0.0,0.00023991106679625086,5.608161102778875e-06,1.337770980083961e-09
0.18000000000000002,0.0,0.00023991106678215312,5.723318414841076e-06,1.3938525911117496e-09
0.18000000000000002,0.0,0.00023991106676776662,5.838475726896509e-06,1.4510857752601604e-09
0.18000000000000002,0.0,0.00023991106675309132,5.953633038945037e-06,1.5094705325291254e-09
0.18000000000000002,0.0,0.0002399110667381272,6.068790350986521e-06,1.569006862918576e-09
0.18000000000000002,0.0,0.0002399110667228743,6.183947663020822e-06,1.629694766428441e-09
0.18000000000000002,0.0,0.00023991106670733268,6.299104975047802e-06,1.6915342430586493e-09
0.18000000000000002,0.0,0.00023991106669150243,6.414262287067321e-06,1.7545252928091273e-09
0.18000000000000002,0.0,0.00023991106667538352,6.529419599079243e-06,1.8186679156798006e-09
0.18000000000000002,0.0,0.000239911066658976,6.6445769110834265e-06,1.883962111670593e-09
0.18000000000000002,0.0,0.00023991106664228,6.759734223079735e-06,1.950407880781427e-09
0.18000000000000002,0.0,0.00023991106662529544,6.874891535068029e-06,2.0180052230122245e-09
0.18000000000000002,0.0,0.00023991106660802244,6.990048847048171e-06,2.086754138362905e-09
0.18000000000000002,0.0,0.00023991106659046102,7.1052061590200215e-06,2.1566546268333865e-09
0.18000000000000002,0.0,0.00023991106657261126,7.220363470983443e-06,2.2277066884235868e-09
0.18000000000000002,0.0,0.0002399110665544732,7.335520782938296e-06,2.2999103231334213e-09
0.18000000000000002,0.0,0.00023991106653604684,7.450678094884443e-06,2.3732655309628045e-09
0.18000000000000002,0.0,0.0002399110665173322,7.565835406821745e-06,2.447772311911649e-09
0.18000000000000002,0.0,0.00023991106649832943,7.680992718750064e-06,2.5234306659798664e-09
0.18000000000000002,0.0,0.00023991106647903852,7.796150030669262e-06,2.600240593167367e-09
0.18000000000000002,0.0,0.00023991106645945959,7.9113073425792e-06,2.6782020934740594e-09
0.18000000000000002,0.0,0.00023991106643959256,8.026464654479741e-06,2.7573151668998515e-09
0.18000000000000002,0.0,0.00023991106641943762,8.141621966370746e-06,2.8375798134446487e-09
0.18000000000000002,0.0,0.0002399110663989947,8.256779278252076e-06,2.918996033108356e-09
0.18000000000000002,0.0,0.0002399110663782639,8.371936590123594e-06,3.001563825890877e-09
0.18000000000000002,0.0,0.0002399110663572453,8.487093901985161e-06,3.0852831917921127e-09
0.18000000000000002,0.0,0.000239911066335939,8.602251213836639e-06,3.1701541308119645e-09
0.18000000000000002,0.0,0.00023991106631434495,8.717408525677889e-06,3.256176642950331e-09
0.18000000000000002,0.0,0.00023991106629246326,8.832565837508775e-06,3.3433507282071098e-09
0.18000000000000002,0.0,0.00023991106627029393,8.947723149329158e-06,3.4316763865821974e-09
0.18000000000000002,0.0,0.0002399110662478372,9.062880461138898e-06,3.521153618075489e-09
0.18000000000000002,0.0,0.0002399110662250929,9.17803777293786e-06,3.611782422686878e-09
0.18000000000000002,0.0,0.00023991106620206118,9.293195084725904e-06,3.7035628004162568e-09
0.18000000000000002,0.0,0.0002399110661787421,9.408352396502894e-06,3.796494751263516e-09
0.18000000000000002,0.0,0.00023991106615513577,9.52350970826869e-06,3.890578275228545e-09
0.18000000000000002,0.0,0.00023991106613124213,9.638667020023155e-06,3.985813372311232e-09
0.18000000000000002,0.0,0.00023991106610706135,9.753824331766151e-06,4.0822000425114634e-09
0.18000000000000002,0.0,0.0002399110660825935,9.868981643497542e-06,4.179738285829125e-09
0.18000000000000002,0.0,0.00023991106605783863,9.984138955217187e-06,4.2784281022641e-09
0.18000000000000002,0.0,0.0002399110660327967,1.009929626692495e-05,4.378269491816272e-09
0.18000000000000002,0.0,0.00023991106600746795,1.0214453578620692e-05,4.479262454485522e-09
0.18000000000000002,0.0,0.00023991106598185224,1.0329610890304277e-05,4.581406990271729e-09
0.18000000000000002,0.0,0.00023991106595594984,1.0444768201975566e-05,4.6847030991747715e-09
0.18000000000000002,0.0,0.00023991106592976074,1.0559925513634422e-05,4.789150781194527e-09
0.18000000000000002,0.0,0.00023991106590328488,1.0675082825280707e-05,4.894750036330871e-09
0.18000000000000002,0.0,0.00023991106587652246,1.0790240136914284e-05,5.001500864583678e-09
0.18000000000000002,0.0,0.00023991106584947362,1.0905397448535014e-05,5.109403265952821e-09
0.18000000000000002,0.0,0.00023991106582213836,1.102055476014276e-05,5.218457240438171e-09
0.18000000000000002,0.0,0.0002399110657945166,1.1135712071737387e-05,5.328662788039599e-09
0.18000000000000002,0.0,0.0002399110657666087,1.1250869383318756e-05,5.440019908756972e-09
0.18000000000000002,0.0,0.00023991106573841448,1.1366026694886728e-05,5.55252860259016e-09
0.18000000000000002,0.0,0.00023991106570993414,1.1481184006441166e-05,5.6661888695390275e-09
0.18000000000000002,0.0,0.00023991106568116769,1.1596341317981935e-05,5.7810007096034395e-09
0.18000000000000002,0.0,0.0002399110656521153,1.1711498629508895e-05,5.896964122783259e-09
